WDJname,GaiaEDR3,Pwd,amax,MassH,e_MassH,MassHe,e_MassHe,Massmix,e_Massmix,rgeo,Radius (pc),Radius (m),Mass (kg)
WDJ004146.12+255647.12,2.81E+18,0.998181,0.344119,0.45515,1.67E-01,0.499677,0.185291,0.502334,0.187885,539.4261,0.1856268,5.73E+15,8.61E+29
WDJ003022.24-490600.18,4.98E+18,0.995534,0.273388,0.45519,8.45E-02,0.444737,0.078946,0.435194,0.095918,382.0444,0.1044463,3.22E+15,8.61E+29
WDJ002909.99+423257.78,3.82E+17,0.962951,0.570757,0.455234,2.42E-01,0.441171,0.220674,0.387072,0.1763,261.434,0.1492153,4.60E+15,8.61E+29
WDJ004530.43+552421.43,4.18E+17,0.907052,0.849382,0.455313,3.37E-01,0.44545,0.30918,0.386538,0.272223,447.8004,0.3803535,1.17E+16,8.61E+29
WDJ004837.36+082029.56,2.56E+18,0.959667,1.231739,0.45548,4.06E-01,,,,,690.1325,0.8500629,2.62E+16,8.61E+29
WDJ004013.31-674040.66,4.70E+18,0.967174,1.049702,0.455585,2.48E-01,0.480803,0.230498,,,110.1507,0.1156254,3.57E+15,8.62E+29
WDJ004745.25+161637.97,2.78E+18,0.935263,1.113649,0.455595,4.42E-01,0.447747,0.435989,,,360.797,0.4018012,1.24E+16,8.62E+29
WDJ003011.57-585301.02,4.91E+18,0.96088,1.102028,0.455646,4.55E-01,,,,,836.1234,0.9214312,2.84E+16,8.62E+29
WDJ004346.36+254910.35,2.81E+18,0.997249,0.251184,0.455689,6.24E-02,0.452054,0.055456,0.448288,0.063449,283.4836,0.0712066,2.20E+15,8.62E+29
WDJ003923.37+021327.70,2.55E+18,0.976282,0.835809,0.455709,1.34E-01,0.443067,0.115366,,,154.2032,0.1288844,3.98E+15,8.62E+29
WDJ004700.43-072418.79,2.52E+18,0.996894,0.919571,0.456125,3.21E-01,0.517637,0.379686,0.519395,0.383173,765.54,0.7039683,2.17E+16,8.63E+29
WDJ004333.40-555039.26,4.92E+18,0.996107,0.332024,0.456197,8.98E-02,0.439175,0.077755,0.426135,0.094672,381.462,0.1266545,3.91E+15,8.63E+29
WDJ004853.60-425011.51,4.99E+18,0.97142,0.182765,0.456321,3.66E-02,0.443468,0.035007,0.386878,0.032491,153.0728,0.0279764,8.63E+14,8.63E+29
WDJ004902.80-071012.95,2.52E+18,0.937681,2.19078,0.456388,3.81E-01,0.443892,0.370985,,,310.3162,0.679834,2.10E+16,8.63E+29
WDJ002606.57-195924.55,2.36E+18,0.944403,0.897229,0.45643,3.80E-01,0.44016,0.346149,,,436.2562,0.3914217,1.21E+16,8.63E+29
WDJ004809.41+183535.56,2.78E+18,0.998897,0.312796,0.456567,8.88E-02,0.475549,0.101712,0.475379,0.101294,352.1326,0.1101457,3.40E+15,8.63E+29
WDJ003421.01+275320.78,2.86E+18,0.927207,0.835362,0.456582,3.98E-01,0.447086,0.379982,0.389206,0.32906,348.6511,0.2912499,8.99E+15,8.63E+29
WDJ003418.09+314555.00,2.86E+18,0.96758,0.768817,0.456685,2.01E-01,0.431665,0.160824,0.388605,0.173112,328.016,0.2521842,7.78E+15,8.64E+29
WDJ004451.58+494144.53,4.15E+17,0.970374,0.528899,0.456751,1.67E-01,0.46585,0.159015,0.413079,0.129328,220.5254,0.1166357,3.60E+15,8.64E+29
WDJ003604.59+340730.58,3.65E+17,0.926583,0.822788,0.456805,3.39E-01,0.445436,0.302541,0.393113,0.312622,441.409,0.363186,1.12E+16,8.64E+29
WDJ004642.20+391519.15,3.69E+17,0.986984,0.39822,0.456841,1.57E-01,0.444196,0.15231,0.430017,0.185277,409.4365,0.1630458,5.03E+15,8.64E+29
WDJ003648.44+044516.61,2.55E+18,0.923407,1.181879,0.456872,4.03E-01,0.448066,0.389689,0.390316,0.339097,413.9736,0.4892666,1.51E+16,8.64E+29
WDJ005003.37+294017.15,3.12E+17,0.932366,1.306118,0.456916,3.46E-01,0.448137,0.332311,0.395078,0.299033,330.7994,0.4320629,1.33E+16,8.64E+29
WDJ004410.94+433720.09,3.88E+17,0.993086,0.789793,0.456931,3.64E-01,0.466109,0.418955,0.466041,0.421741,723.8464,0.5716888,1.76E+16,8.64E+29
WDJ003312.09-183927.31,2.36E+18,0.976701,1.202869,0.45696,3.70E-01,0.442446,0.388233,,,726.863,0.8743207,2.70E+16,8.64E+29
WDJ004736.05-522335.39,4.92E+18,0.982594,0.689351,0.457183,2.73E-01,0.444342,0.270034,0.424097,0.310994,596.0368,0.4108785,1.27E+16,8.65E+29
WDJ004941.71-625303.51,4.71E+18,0.960452,1.379171,0.457203,3.43E-01,0.44522,0.330615,,,309.4376,0.4267673,1.32E+16,8.65E+29
WDJ002549.52-232838.45,2.36E+18,0.996508,0.21599,0.457433,3.43E-02,0.443574,0.034485,0.431606,0.041318,214.5246,0.0463352,1.43E+15,8.65E+29
WDJ003327.51-433356.58,4.99E+18,0.98415,0.681393,0.457444,3.64E-01,0.453038,0.422545,,,862.517,0.587713,1.81E+16,8.65E+29
WDJ003607.97+354932.10,3.66E+17,0.996297,0.543266,0.4578,2.79E-01,0.472556,0.323336,0.472631,0.32182,644.0907,0.3499126,1.08E+16,8.66E+29
WDJ004232.66-260923.74,2.34E+18,0.971348,0.771281,0.457859,1.62E-01,0.448367,0.144575,0.395451,0.118771,208.9545,0.1611626,4.97E+15,8.66E+29
WDJ002517.32+003207.40,2.54E+18,0.953786,1.067328,0.457979,2.43E-01,0.445372,0.225128,,,220.0267,0.2348406,7.25E+15,8.66E+29
WDJ004325.14-574837.53,4.91E+18,0.991369,0.462321,0.458006,2.17E-01,0.446791,0.245358,0.443674,0.289196,546.4703,0.2526447,7.80E+15,8.66E+29
WDJ003406.89-193007.00,2.36E+18,0.969911,0.603168,0.458089,1.31E-01,0.446148,0.110526,0.391604,0.083366,217.473,0.1311727,4.05E+15,8.66E+29
WDJ003957.20+542832.25,4.18E+17,0.973068,1.063853,0.45813,3.03E-01,0.469357,0.266548,,,156.6326,0.1666341,5.14E+15,8.66E+29
WDJ002757.17-631803.94,4.90E+18,0.961577,1.456919,0.458147,3.38E-01,0.446353,0.324174,,,252.8757,0.3684193,1.14E+16,8.66E+29
WDJ002957.33-310217.83,2.32E+18,0.918954,1.189047,0.458199,3.76E-01,0.446076,0.362479,0.392746,0.32131,404.7338,0.4812474,1.49E+16,8.66E+29
WDJ003626.49+544001.51,4.18E+17,0.982378,0.664858,0.458284,2.07E-01,0.467327,0.231303,0.462101,0.256987,560.3254,0.3725368,1.15E+16,8.67E+29
WDJ002719.77+661545.39,5.28E+17,0.96912,0.489472,0.458409,1.72E-01,0.461743,0.147292,0.406489,0.137623,296.3899,0.1450746,4.48E+15,8.67E+29
WDJ003636.71-741431.44,4.69E+18,0.997784,0.625503,0.458618,2.00E-01,0.471209,0.224661,0.470835,0.224454,595.6807,0.3726001,1.15E+16,8.67E+29
WDJ002941.55+335208.14,3.65E+17,0.992642,0.85105,0.45864,4.22E-01,,,,,970.5854,0.8260166,2.55E+16,8.67E+29
WDJ003509.99+631121.85,4.31E+17,0.972819,0.277104,0.458738,1.02E-01,0.470477,0.117758,0.46929,0.117612,348.1716,0.0964797,2.98E+15,8.67E+29
WDJ004351.19+412130.63,3.69E+17,0.99552,0.263251,0.458864,1.63E-01,0.469282,0.189483,0.472658,0.191883,436.9019,0.1150149,3.55E+15,8.68E+29
WDJ004522.68-030439.53,2.53E+18,0.920315,1.496617,0.459226,4.45E-01,0.44783,0.410743,,,829.7281,1.2417848,3.83E+16,8.68E+29
WDJ004613.39+064124.11,2.56E+18,0.997414,0.623785,0.459269,1.57E-01,0.462842,0.196676,0.462278,0.200018,436.2224,0.2721089,8.40E+15,8.68E+29
WDJ004658.24-164038.39,2.37E+18,0.984054,0.734997,0.459519,2.00E-01,0.452754,0.207627,0.438151,0.250578,442.5474,0.325271,1.00E+16,8.69E+29
WDJ003851.19+465932.54,3.90E+17,0.985768,0.349416,0.459531,3.41E-01,0.510249,0.296103,0.512215,0.296189,1143.217,0.3994583,1.23E+16,8.69E+29
WDJ002841.75+533727.37,4.19E+17,0.96467,0.8524,0.459534,3.28E-01,0.484129,0.310163,0.426094,0.314625,400.9349,0.3417569,1.06E+16,8.69E+29
WDJ003004.03+084239.07,2.75E+18,0.929116,0.947278,0.459722,3.38E-01,0.445877,0.317412,0.388956,0.259721,306.7079,0.2905376,8.97E+15,8.69E+29
WDJ004940.86-622348.17,4.90E+18,0.970842,0.436692,0.459749,1.72E-01,0.449193,0.143363,0.391443,0.119894,306.6074,0.133893,4.13E+15,8.69E+29
WDJ003430.35+522129.59,4.16E+17,0.965976,0.91249,0.459893,2.66E-01,0.455253,0.274049,0.441918,0.31737,801.4105,0.7312789,2.26E+16,8.70E+29
WDJ002816.13+264040.31,2.86E+18,0.86418,0.396375,0.459913,1.67E-01,0.427778,0.14498,0.427417,0.154549,436.3061,0.1729408,5.34E+15,8.70E+29
WDJ004702.59-095651.97,2.47E+18,0.975867,0.514137,0.460068,1.57E-01,0.440315,0.118968,0.39223,0.121647,291.4738,0.1498575,4.62E+15,8.70E+29
WDJ003405.21-492346.67,4.97E+18,0.972309,0.633147,0.460246,1.77E-01,0.458229,0.159248,,,207.7854,0.1315587,4.06E+15,8.70E+29
WDJ004748.96+130616.02,2.78E+18,0.93071,1.716583,0.460337,3.54E-01,0.459873,0.339828,0.407279,0.308952,317.072,0.5442801,1.68E+16,8.70E+29
WDJ003716.32+043102.41,2.55E+18,0.99286,0.802006,0.460473,3.58E-01,0.473596,0.406099,0.473196,0.412305,574.114,0.4604428,1.42E+16,8.71E+29
WDJ004607.75+040530.99,2.55E+18,0.970961,0.835279,0.46051,1.34E-01,0.448327,0.110549,,,136.6354,0.1141286,3.52E+15,8.71E+29
WDJ004925.18-013236.45,2.53E+18,0.97183,0.830194,0.460727,1.60E-01,0.45288,0.133234,0.394876,0.103833,253.5828,0.2105229,6.50E+15,8.71E+29
WDJ003046.34+124921.51,2.78E+18,0.888963,1.332709,0.460756,4.16E-01,0.466433,0.379787,0.408997,0.380749,407.1766,0.5426478,1.67E+16,8.71E+29
WDJ004415.47-093455.17,2.43E+18,0.956891,1.00688,0.460811,3.44E-01,0.445422,0.320341,0.410369,0.380899,511.6481,0.5151681,1.59E+16,8.71E+29
WDJ003126.63+383812.54,3.79E+17,0.969762,0.731896,0.460819,2.13E-01,0.450279,0.192997,0.418956,0.237431,391.2385,0.2863459,8.84E+15,8.71E+29
WDJ005004.59+294351.74,3.12E+17,0.998328,0.31577,0.460915,9.29E-02,0.468258,0.091631,0.468118,0.093046,380.1977,0.120055,3.71E+15,8.72E+29
WDJ002543.22-215016.34,2.36E+18,0.977577,0.82364,0.461072,2.41E-01,0.45608,0.217634,0.417828,0.250474,351.113,0.2891907,8.92E+15,8.72E+29
WDJ003821.57-704424.46,4.69E+18,0.972517,0.697314,0.46108,2.04E-01,0.457572,0.183004,0.423775,0.209632,398.8184,0.2781016,8.58E+15,8.72E+29
WDJ003010.42+393007.48,3.79E+17,0.941116,1.17738,0.461089,4.46E-01,,,,,689.0118,0.8112285,2.50E+16,8.72E+29
WDJ004448.17+051220.63,2.56E+18,0.980616,1.214255,0.461095,3.38E-01,0.464769,0.404511,0.463205,0.442288,651.8908,0.7915615,2.44E+16,8.72E+29
WDJ004455.02+315137.92,3.61E+17,0.998652,0.432547,0.461313,1.92E-01,0.495406,0.255187,0.495796,0.259444,528.157,0.2284527,7.05E+15,8.72E+29
WDJ003011.16+024435.39,2.55E+18,0.915408,1.150774,0.461354,3.94E-01,0.45339,0.380198,0.399279,0.34112,371.9338,0.4280117,1.32E+16,8.72E+29
WDJ004347.82-292708.59,2.34E+18,0.933616,0.835781,0.461365,2.90E-01,0.443567,0.256289,0.39089,0.251006,397.5008,0.3322236,1.03E+16,8.72E+29
WDJ004940.13+551647.59,4.18E+17,0.980025,0.401725,0.461466,2.01E-01,0.417801,0.161617,0.41812,0.165302,519.9871,0.2088918,6.45E+15,8.73E+29
WDJ003421.91+420146.73,3.82E+17,0.978301,0.369879,0.461577,1.53E-01,0.435009,0.120696,0.397739,0.140386,311.301,0.1151437,3.55E+15,8.73E+29
WDJ004441.74-095344.03,2.38E+18,0.998304,0.600181,0.461676,1.96E-01,0.507132,0.192927,0.510317,0.194986,678.032,0.4069419,1.26E+16,8.73E+29
WDJ004055.14+130720.09,2.78E+18,0.984775,0.851843,0.46172,3.43E-01,0.461303,0.4314,0.462243,0.432732,665.2839,0.5667173,1.75E+16,8.73E+29
WDJ004154.52-741027.96,4.69E+18,0.982508,1.084212,0.461987,1.62E-01,0.449494,0.144191,,,229.722,0.2490673,7.69E+15,8.74E+29
WDJ003001.48+384556.93,3.79E+17,0.971341,0.490284,0.462139,1.64E-01,0.461085,0.146468,0.408314,0.122842,213.6325,0.1047406,3.23E+15,8.74E+29
WDJ003013.06-121157.18,2.42E+18,0.945555,1.199495,0.462201,3.48E-01,0.448987,0.324231,0.392971,0.268447,325.3906,0.3903043,1.20E+16,8.74E+29
WDJ004945.41+605115.42,4.27E+17,0.921112,0.865632,0.462392,2.87E-01,0.473319,0.338466,0.468173,0.384938,780.7383,0.675832,2.09E+16,8.74E+29
WDJ003600.61+111134.41,2.75E+18,0.990969,0.481712,0.462437,1.15E-01,0.473442,0.124389,0.473739,0.127665,323.8947,0.156024,4.81E+15,8.74E+29
WDJ004306.27-171004.07,2.37E+18,0.997739,0.71679,0.462447,2.05E-01,0.458386,0.220146,0.454309,0.248668,431.5411,0.3093243,9.55E+15,8.74E+29
WDJ004843.49+373348.69,3.67E+17,0.999394,0.189611,0.462526,7.15E-02,0.496462,0.104375,0.4984,0.106025,313.3473,0.0594141,1.83E+15,8.75E+29
WDJ002856.37-195018.90,2.36E+18,0.958936,0.816427,0.462615,2.61E-01,0.451865,0.244563,0.397114,0.193127,281.7011,0.2299883,7.10E+15,8.75E+29
WDJ003627.66+243506.99,2.81E+18,0.947738,0.999501,0.462758,2.90E-01,0.453018,0.265543,0.395866,0.232235,380.8908,0.3807007,1.18E+16,8.75E+29
WDJ003809.76+435603.57,3.88E+17,0.993588,0.605824,0.462801,3.73E-01,,,,,888.7612,0.5384329,1.66E+16,8.75E+29
WDJ004730.50-361529.87,5.00E+18,0.987947,0.55022,0.462826,1.88E-01,0.449119,0.189853,0.432121,0.237656,429.6196,0.2363853,7.29E+15,8.75E+29
WDJ002732.26-335556.85,2.32E+18,0.996813,0.855803,0.462953,3.88E-01,,,,,642.1857,0.5495844,1.70E+16,8.75E+29
WDJ003618.44+551536.18,4.18E+17,0.9026,1.18597,0.462964,4.34E-01,0.469868,0.43526,,,1300.517,1.5423742,4.76E+16,8.75E+29
WDJ003352.72-101125.36,2.43E+18,0.99782,0.670641,0.463203,3.36E-01,,,,,600.387,0.4026441,1.24E+16,8.76E+29
WDJ002816.41+221933.33,2.80E+18,0.964622,0.920467,0.463234,2.22E-01,0.46063,0.205187,0.407603,0.17602,253.6128,0.2334422,7.20E+15,8.76E+29
WDJ002840.38-254616.40,2.35E+18,0.989819,0.889849,0.463254,2.50E-01,0.449452,0.245176,0.432067,0.278761,517.0549,0.4601008,1.42E+16,8.76E+29
WDJ003325.41-620044.42,4.90E+18,0.992713,0.679019,0.463263,3.98E-01,0.476436,0.471491,0.476238,0.475261,870.9573,0.5913965,1.83E+16,8.76E+29
WDJ003428.91-684931.46,4.70E+18,0.990321,0.311617,0.463299,6.60E-02,0.491177,0.050334,,,66.53349,0.020733,6.40E+14,8.76E+29
WDJ003844.55-671934.40,4.70E+18,0.981735,0.520522,0.463352,1.79E-01,0.450193,0.165478,0.425799,0.206124,382.3178,0.1990048,6.14E+15,8.76E+29
WDJ003522.34-170326.07,2.37E+18,0.999386,0.333193,0.463373,1.19E-01,0.469861,0.188548,0.47165,0.191162,356.8954,0.118915,3.67E+15,8.76E+29
WDJ003850.60-055315.36,2.53E+18,0.954463,1.42927,0.463377,2.91E-01,0.458049,0.273278,0.4051,0.239142,269.9888,0.3858867,1.19E+16,8.76E+29
WDJ003004.74+540029.05,4.17E+17,0.902252,0.840027,0.463535,3.47E-01,0.456229,0.315276,0.400226,0.294453,606.1307,0.5091661,1.57E+16,8.77E+29
WDJ002915.88-552039.81,4.92E+18,0.984365,0.392196,0.463589,1.57E-01,0.444745,0.123583,0.404968,0.136589,352.0647,0.1380784,4.26E+15,8.77E+29
WDJ004720.82+012310.77,2.55E+18,0.967803,0.872433,0.463749,9.65E-02,0.488875,0.086794,,,72.14064,0.0629379,1.94E+15,8.77E+29
WDJ003811.49-004630.08,2.54E+18,0.979229,0.746299,0.463807,2.03E-01,0.440539,0.182807,0.414265,0.218384,396.2265,0.2957034,9.12E+15,8.77E+29
WDJ004226.58-344500.58,5.01E+18,0.953855,1.040655,0.463863,2.55E-01,0.451879,0.238544,0.399303,0.204338,284.3707,0.2959318,9.13E+15,8.77E+29
WDJ003855.61+182014.70,2.80E+18,0.965302,0.649532,0.463896,2.32E-01,0.458269,0.222479,0.436386,0.253716,444.3213,0.2886009,8.91E+15,8.77E+29
WDJ004045.36+351115.98,3.65E+17,0.97094,0.483869,0.464053,1.39E-01,0.449512,0.11244,0.391174,0.084986,227.5048,0.1100825,3.40E+15,8.78E+29
WDJ003613.96-790231.08,4.63E+18,0.990609,0.348984,0.464157,2.67E-01,0.41929,0.330524,0.417351,0.334968,642.0227,0.2240556,6.91E+15,8.78E+29
WDJ004600.33+321138.84,3.61E+17,0.987009,0.628341,0.464315,2.37E-01,0.463633,0.275433,0.461323,0.305159,507.3216,0.318771,9.84E+15,8.78E+29
WDJ004037.27-353918.62,5.00E+18,0.975182,0.55174,0.464357,2.04E-01,0.440263,0.165244,0.388081,0.154502,338.6875,0.1868674,5.77E+15,8.78E+29
WDJ004344.99-584029.62,4.91E+18,0.953149,0.913597,0.464375,3.91E-01,0.464656,0.381121,0.410443,0.329214,332.3775,0.3036591,9.37E+15,8.78E+29
WDJ003848.68-413347.83,4.99E+18,0.98682,0.727024,0.464456,2.31E-01,0.48913,0.215347,,,107.6118,0.0782363,2.41E+15,8.78E+29
WDJ003424.85+284821.16,2.86E+18,0.99211,0.453554,0.46447,1.39E-01,0.463518,0.157294,0.458464,0.181193,391.6153,0.1776187,5.48E+15,8.78E+29
WDJ002823.74+461850.92,3.89E+17,0.991803,0.425971,0.464471,1.12E-01,0.440412,0.091078,0.421326,0.101628,358.9116,0.1528859,4.72E+15,8.78E+29
WDJ003008.89-390412.44,5.00E+18,0.996308,0.561041,0.464501,3.03E-01,0.475558,0.348287,0.475762,0.354637,615.6359,0.3453969,1.07E+16,8.78E+29
WDJ004952.63+234238.39,2.80E+18,0.959062,0.912283,0.464542,2.77E-01,0.443341,0.230602,0.389589,0.225027,344.9265,0.3146705,9.71E+15,8.78E+29
WDJ002519.57-402526.04,5.00E+18,0.996144,0.375176,0.464608,1.37E-01,0.443395,0.122603,0.426684,0.149995,342.7339,0.1285855,3.97E+15,8.79E+29
WDJ002911.42-002715.70,2.54E+18,0.98284,0.825318,0.46481,2.34E-01,0.433433,0.204788,0.402808,0.24415,401.1425,0.3310701,1.02E+16,8.79E+29
WDJ004829.31+232144.43,2.80E+18,0.994751,0.407758,0.464831,1.44E-01,0.453823,0.156714,0.447428,0.187892,353.5036,0.1441439,4.45E+15,8.79E+29
WDJ005006.46-314528.70,5.01E+18,0.982014,0.549831,0.46489,1.11E-01,0.492146,0.092073,,,86.62862,0.0476311,1.47E+15,8.79E+29
WDJ004834.28-445813.97,4.98E+18,0.997363,0.394407,0.464994,1.60E-01,0.46786,0.169275,0.465626,0.180748,515.6087,0.2033597,6.28E+15,8.79E+29
WDJ002714.40+582426.11,4.28E+17,0.985454,0.345263,0.465002,9.46E-02,0.472681,0.097078,0.472374,0.102002,337.8931,0.116662,3.60E+15,8.79E+29
WDJ004922.35-833352.55,4.62E+18,0.979582,0.24087,0.465056,1.25E-01,0.472041,0.10843,,,55.08815,0.0132691,4.09E+14,8.79E+29
WDJ002719.59+741119.40,5.39E+17,0.974261,3.355552,0.46521,4.49E-01,0.46665,0.413536,,,248.0913,0.8324818,2.57E+16,8.80E+29
WDJ005007.83-142638.89,2.37E+18,0.983988,0.855736,0.465247,1.42E-01,0.459099,0.115599,,,129.7016,0.1109903,3.43E+15,8.80E+29
WDJ002507.83+722126.51,5.37E+17,0.864948,0.94536,0.465259,3.83E-01,0.473039,0.470278,,,651.2925,0.6157058,1.90E+16,8.80E+29
WDJ004259.96+203337.07,2.80E+18,0.946933,1.276862,0.465279,4.56E-01,0.468188,0.43317,,,586.6634,0.749088,2.31E+16,8.80E+29
WDJ004057.16+380649.12,3.68E+17,0.965001,0.510764,0.465317,2.55E-01,0.439799,0.21495,0.395779,0.242367,370.3577,0.1891654,5.84E+15,8.80E+29
WDJ004337.19+264353.68,2.81E+18,0.984143,0.51551,0.465383,1.24E-01,0.448719,0.093063,0.411809,0.10105,272.562,0.1405084,4.34E+15,8.80E+29
WDJ002644.75-055425.15,2.43E+18,0.972769,0.605629,0.465466,2.43E-01,0.440863,0.214727,0.410245,0.275402,350.6789,0.2123813,6.55E+15,8.80E+29
WDJ002832.92+200553.94,2.80E+18,0.998424,0.233198,0.465575,5.47E-02,0.470679,0.047057,0.470751,0.048696,263.0523,0.0613433,1.89E+15,8.80E+29
WDJ002831.68+270432.24,2.86E+18,0.955609,0.734376,0.465707,3.10E-01,0.462048,0.293362,0.408214,0.256136,300.8852,0.2209628,6.82E+15,8.81E+29
WDJ003553.20+295123.93,2.86E+18,0.987979,0.843119,0.465749,3.20E-01,0.474798,0.393335,0.473086,0.427288,695.5836,0.5864597,1.81E+16,8.81E+29
WDJ004311.09-260441.14,2.34E+18,0.984291,0.367684,0.465754,1.06E-01,0.437206,0.069284,0.387169,0.084076,244.598,0.0899348,2.78E+15,8.81E+29
WDJ004316.85+610015.97,4.27E+17,0.94126,0.477032,0.465836,1.71E-01,0.446233,0.138523,0.389853,0.11743,302.0633,0.1440938,4.45E+15,8.81E+29
WDJ003734.00+482423.21,3.91E+17,0.998471,0.254987,0.465884,1.00E-01,0.488244,0.120629,0.487789,0.123075,388.9258,0.099171,3.06E+15,8.81E+29
WDJ002534.63+463818.49,3.89E+17,0.965558,1.225827,0.465897,3.08E-01,0.451164,0.289129,,,226.7424,0.2779469,8.58E+15,8.81E+29
WDJ003349.95-734903.41,4.69E+18,0.963847,1.403687,0.465936,2.45E-01,0.459211,0.211951,0.404126,0.193985,409.5308,0.5748528,1.77E+16,8.81E+29
WDJ004914.90-711331.50,4.69E+18,0.999116,0.208197,0.465967,4.99E-02,0.463161,0.036187,0.462522,0.038736,285.8223,0.0595074,1.84E+15,8.81E+29
WDJ002721.20-305757.47,2.32E+18,0.980839,0.485459,0.46629,1.01E-01,0.453646,0.080691,,,150.1111,0.0728728,2.25E+15,8.82E+29
WDJ004043.21-602657.41,4.90E+18,0.99919,0.507226,0.466356,2.46E-01,0.48687,0.334518,0.489584,0.337403,548.6697,0.2782995,8.59E+15,8.82E+29
WDJ004313.29-395420.22,5.00E+18,0.97573,0.341534,0.466377,1.26E-01,0.462421,0.108248,,,174.9246,0.0597427,1.84E+15,8.82E+29
WDJ004422.09-730254.57,4.69E+18,0.929287,1.346389,0.466474,4.02E-01,0.460401,0.375657,,,482.3219,0.6493927,2.00E+16,8.82E+29
WDJ004831.15+452030.91,3.78E+17,0.995062,0.746965,0.466515,3.95E-01,,,,,796.8989,0.5952555,1.84E+16,8.82E+29
WDJ004230.41+540520.86,4.18E+17,0.98624,0.54466,0.466647,2.43E-01,0.473345,0.259308,0.472836,0.25883,512.3864,0.2790763,8.61E+15,8.82E+29
WDJ003817.52-291824.84,2.32E+18,0.987119,0.489157,0.466648,1.49E-01,0.45012,0.127112,0.419574,0.151012,343.3949,0.167974,5.18E+15,8.82E+29
WDJ003732.65-431824.33,4.98E+18,0.997341,0.522844,0.466787,2.45E-01,0.467253,0.26726,0.46531,0.28449,555.8482,0.2906219,8.97E+15,8.83E+29
WDJ003426.73-540207.18,4.92E+18,0.966358,1.018836,0.466814,2.60E-01,0.453893,0.243656,,,235.4952,0.2399309,7.40E+15,8.83E+29
WDJ005021.28+325837.56,3.61E+17,0.965324,1.097909,0.466883,3.34E-01,0.454611,0.319054,,,297.0074,0.326087,1.01E+16,8.83E+29
WDJ004415.12+254235.77,2.81E+18,0.998904,0.191066,0.467061,4.22E-02,0.463339,0.028135,0.461279,0.031505,218.6228,0.0417714,1.29E+15,8.83E+29
WDJ003356.17+180824.57,2.79E+18,0.963976,0.672822,0.467093,2.18E-01,0.455157,0.208013,0.432217,0.248749,374.9099,0.2522476,7.78E+15,8.83E+29
WDJ002642.95-625923.47,4.90E+18,0.998363,0.815405,0.467163,3.47E-01,0.478897,0.404297,0.478403,0.409486,727.5449,0.5932437,1.83E+16,8.83E+29
WDJ004434.26-351938.76,5.01E+18,0.978833,0.5867,0.46724,1.51E-01,0.466717,0.130261,0.409179,0.104799,271.385,0.1592216,4.91E+15,8.84E+29
WDJ003703.95+325028.97,3.62E+17,0.993268,0.216036,0.467307,5.60E-02,0.450842,0.037789,0.437953,0.046373,253.2228,0.0547052,1.69E+15,8.84E+29
WDJ002911.20-343344.80,5.01E+18,0.973261,0.480051,0.467309,1.34E-01,0.447349,0.10277,0.390177,0.082872,275.0131,0.1320203,4.07E+15,8.84E+29
WDJ003956.78+222858.43,2.80E+18,0.998345,0.372154,0.467347,8.97E-02,0.47487,0.088694,0.474206,0.091664,359.0653,0.1336276,4.12E+15,8.84E+29
WDJ003713.54-072223.95,2.52E+18,0.981573,1.583911,0.467369,4.34E-01,,,,,1250.074,1.9800057,6.11E+16,8.84E+29
WDJ004807.09+213416.06,2.80E+18,0.969732,0.62295,0.467378,1.80E-01,0.448549,0.154564,0.410608,0.17947,292.8588,0.1824364,5.63E+15,8.84E+29
WDJ003610.74+192616.91,2.80E+18,0.91373,1.811588,0.467496,3.13E-01,0.456999,0.276443,,,201.1837,0.3644617,1.13E+16,8.84E+29
WDJ003908.49+151556.10,2.78E+18,0.941115,0.840127,0.467516,2.97E-01,0.452689,0.277911,0.398826,0.235767,267.2672,0.2245384,6.93E+15,8.84E+29
WDJ005007.66-314946.28,5.01E+18,0.991168,0.478553,0.46769,2.28E-01,0.457431,0.256039,0.453512,0.295027,413.6317,0.1979447,6.11E+15,8.84E+29
WDJ003047.51+210645.50,2.80E+18,0.998224,0.519859,0.467708,1.88E-01,0.467819,0.252538,0.469554,0.255301,572.9913,0.2978747,9.19E+15,8.84E+29
WDJ002914.54+560831.32,4.22E+17,0.97347,0.331506,0.467783,9.65E-02,0.451157,0.068533,0.410089,0.069493,282.7166,0.0937222,2.89E+15,8.85E+29
WDJ004409.59-100657.43,2.38E+18,0.974897,1.217507,0.467868,2.38E-01,0.464706,0.223699,,,207.8692,0.2530821,7.81E+15,8.85E+29
WDJ003831.58-080927.10,2.52E+18,0.999323,0.308947,0.467897,7.74E-02,0.469846,0.072549,0.470264,0.074531,264.0148,0.0815666,2.52E+15,8.85E+29
WDJ003130.30-825239.63,4.63E+18,0.867608,1.410224,0.468004,4.46E-01,0.452368,0.451105,,,718.9336,1.0138571,3.13E+16,8.85E+29
WDJ004951.87+553429.13,4.24E+17,0.992,0.339646,0.468102,1.55E-01,0.486365,0.165424,0.48814,0.166851,847.4949,0.2878483,8.88E+15,8.85E+29
WDJ004450.93-512555.59,4.93E+18,0.971961,0.216897,0.468104,6.01E-02,0.451667,0.034047,0.394276,0.04669,184.7634,0.0400746,1.24E+15,8.85E+29
WDJ002740.12+531618.01,4.19E+17,0.976041,0.875169,0.468197,2.03E-01,0.457802,0.188366,,,258.7998,0.2264936,6.99E+15,8.85E+29
